CASE,SERIAL,REF,QUESTNNR,MODE,STARTED,U104,U105,U202_01,U203,U204,U204_01,U204_02,U204_03,U204_04,U204_05,U204_06,U204_07,U205,U205_01,U205_02,U205_03,U205_04,U205_05,U205_06,U205_07,U205_08,U205_09,U205_10,U206,U207,U208,U208_02,U208_03,U208_04,U208_05,U208_07,U208_08,U208_09,U208_10,U208_11,U208_12,U208_13,U208_14,U208_15,U208_16,U208_16a,U209,U210,U210_01,U210_02,U210_03,U210_04,U210_05,U210_06,U210_07,U210_08,U210_09,U210_10,U210_11,U210_12,U210_13,U210_16,U210_15,U210_14,U210_14a,U211,U212,U212_01,U212_02,U212_03,U212_04,U212_05,U212_06,U212_07,U212_08,U212_09,U212_10,U212_11,U212_12,U212_13,U212_14,U212_14a,U213,U213_02,U302_01,U302_02,U302_03,U303_01,U303_02,U303_03,U303_04,U303_05,U303_06,U304_01,U305_01,U402_01,U402_02,U402_03,U402_04,U402_05,U403_01,U403_02,U403_03,U403_04,U403_05,U403_06,U403_07,U403_08,U403_09,U403_10,U403_11,U403_12,U404_03,U404_04,U404_05,U404_06,U404_07,U405_01,U405_02,U405_03,U405_04,U502_01,U502_02,U502_03,U502_04,U502_05,U502_06,U503_01,U503_02,U503_03,U503_04,U503_05,U503_06,U504_01,U504_02,U504_03,U504_04,U504_05,U504_06,U504_07,U504_08,U504_09,U504_10,U504_11,U504_12,U504_13,U504_14,U504_15,U504_16,U504_17,U504_18,U602_01,U602_02,U602_03,U602_04,U602_05,U602_06,U602_07,U602_08,U602_09,U602_10,U602_11,U602_12,U602_13,U602_14,U602_15,U602_16,U603_01,U603_02,U603_03,U603_04,U603_05,U603_06,U603_07,U603_08,U603_09,U603_10,U603_11,U603_12,U603_14,U603_16,U603_17,U604_01,U604_02,U604_03,U604_04,U604_05,U604_06,U604_07,U604_08,U605_01,U605_02,U605_03,U605_04,U606,U607_01,U607_02,U607_03,U607_04,U607_05,U607_06,U607_07,U607_08,U607_09,U702_01,U702_02,U702_03,U702_04,U702_05,U702_06,U702_07,U702_08,U702_09,U702_10,U703_01,U703_02,U703_03,U703_04,U703_05,U703_06,U703_07,U703_08,U703_09,U703_10,U703_11,U703_12,U704_01,U704_02,U704_03,U704_04,U704_05,U704_06,U704_07,U704_08,U704_09,U705,U706_01_CN,U706_01_1,U706_01_2,U706_01_3,U706_01_4,U706_02_CN,U706_02_1,U706_02_2,U706_02_3,U706_02_4,U706_03_CN,U706_03_1,U706_03_2,U706_03_3,U706_03_4,U706_04_CN,U706_04_1,U706_04_2,U706_04_3,U706_04_4,U706_05_CN,U706_05_1,U706_05_2,U706_05_3,U706_05_4,U706_06_CN,U706_06_1,U706_06_2,U706_06_3,U706_06_4,U706_07_CN,U706_07_1,U706_07_2,U706_07_3,U706_07_4,U706_08_CN,U706_08_1,U706_08_2,U706_08_3,U706_08_4,U706_09_CN,U706_09_1,U706_09_2,U706_09_3,U706_09_4,U708_01,U710_01,U710_02,U710_03,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME014,TIME015,TIME016,TIME017,TIME018,TIME019,TIME020,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI
1584,NA,NA,US-01,interview,45617.938692129632,1,1,48,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,Italy,30,30,10,0,0,2,2,0,0,30,1,2,2,2,4,2,2,1,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,4,2,4,2,4,2,5,5,4,3,5,2,4,5,2,3,3,5,4,2,4,4,1,3,4,4,4,4,5,3,1,1,1,5,5,5,4,4,4,4,2,3,3,3,3,3,3,4,2,3,4,4,2,3,2,4,5,5,5,1,1,1,1,5,5,5,5,2,5,1,5,5,1,3,3,3,1,1,5,4,5,2,1,3,2,5,4,5,2,1,4,1,1,1,1,1,1,3,3,5,5,5,5,5,5,5,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,16,42,41,59,143,61,24,60,27,55,83,26,52,20,6,NA,2,NA,NA,725,NA,45617.947083333333,1,0,18,18,0,0,17899
1592,NA,NA,US-01,interview,45617.945486111108,1,1,54,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,NA,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,4,3,1,2,2,1,1,1,1,1,1,1,1,2,1,1,NA,1,NA,4,3,2,1,0,5,0,0,0,10,25,2,3,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,4,5,5,5,4,5,5,2,4,2,4,2,4,3,4,4,4,3,4,5,3,4,4,5,4,3,4,5,3,3,5,5,5,5,5,5,1,1,1,4,5,4,5,5,5,5,3,4,3,4,4,3,4,4,3,2,4,4,1,4,1,5,5,4,5,1,1,1,1,5,5,5,5,1,5,1,5,4,2,2,4,2,2,2,4,4,4,2,2,2,2,4,4,4,4,-1,3,4,4,3,1,3,4,5,4,4,2,1,4,4,4,4,3,4,1,2,1,1,2,2,0,1,1,1,1,0,1,1,1,1,2,2,2,1,1,2,2,2,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,NA,2,0,0,8,19,47,73,46,157,61,22,48,28,42,73,22,54,28,8,59,11,NA,NA,806,NA,45617.954814814817,1,0,18,18,4,2,12785
1594,NA,NA,US-01,interview,45617.946030092593,1,1,69,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,NA,1,1,NA,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,NA,1,NA,1,1,5,2,3,8,0,0,0,5,0,3,3,3,2,3,2,4,3,4,4,3,2,3,3,3,4,2,3,3,1,2,4,3,4,4,2,5,5,5,3,4,5,5,2,3,2,4,2,5,5,5,5,5,4,3,4,5,1,2,5,4,5,3,4,4,1,4,3,2,4,4,3,1,2,2,2,3,1,5,5,4,4,4,4,4,3,2,3,3,4,2,3,3,4,4,3,3,4,4,5,4,1,1,1,2,3,3,1,2,1,4,3,5,4,1,2,4,2,2,1,5,4,4,2,1,2,2,5,5,5,1,1,4,1,2,2,1,1,3,2,2,5,1,4,4,4,2,3,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,24,60,108,67,175,71,30,66,33,43,88,31,52,33,7,NA,61,NA,NA,907,NA,45617.957199074073,1,0,18,18,0,0,45809
1597,NA,NA,US-01,interview,45617.947430555556,1,1,38,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,NA,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,6,0,2,0,0,0,0,0,0,5,3,3,3,5,4,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,1,2,1,1,1,1,1,3,5,3,3,5,5,4,4,2,2,4,3,3,4,3,3,2,4,2,1,4,3,2,4,4,3,5,4,4,3,4,5,5,5,3,3,2,2,1,4,5,4,5,5,5,5,3,3,3,3,3,3,3,3,2,2,3,4,2,4,2,4,4,4,4,2,1,1,3,4,4,4,4,1,4,1,4,4,2,2,4,2,2,2,5,4,4,1,2,1,1,5,4,-1,-1,-1,5,2,1,1,1,1,1,4,1,3,3,3,-1,-1,-1,-1,-1,2,1,0,1,1,1,1,0,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,0,1,1,1,1,NA,1,0,0,845,15,56,60,84,196,56,26,96,29,47,261,32,46,54,6,51,2,NA,NA,1139,NA,45617.970138888886,1,0,18,18,3,1,45870
1601,NA,NA,US-01,interview,45617.957962962966,1,1,38,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,NA,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,5,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,12,4,0,0,0,0,0,0,1,3,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,3,2,3,4,4,4,4,3,3,3,1,4,3,3,3,4,3,4,4,4,2,2,3,2,2,2,2,3,2,2,4,2,5,5,5,5,5,5,1,1,1,4,3,3,5,4,4,4,2,3,3,3,-9,3,3,3,3,2,4,4,1,4,2,4,4,4,4,1,1,1,1,4,4,4,4,2,5,1,5,4,2,2,4,2,2,2,4,4,3,2,2,3,2,5,4,3,2,2,4,3,1,1,1,1,4,5,4,5,2,3,-1,-1,4,3,4,2,1,1,1,1,2,1,0,1,1,1,1,2,2,1,2,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,2,1,1,1,2,2,1,2,1,0,1,1,1,1,NA,1,2,0,42,19,106,225,63,119,48,35,38,34,47,57,30,45,32,4,60,5,NA,NA,1009,NA,45617.969641203701,1,0,18,18,4,2,43466
1605,NA,NA,US-01,interview,45617.969722222224,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,45617.970925925925,1,0,1,1,0,0,0.21
1609,NA,NA,US-01,interview,45617.982754629629,1,1,NA,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,NA,1,3,1,2,2,1,1,1,1,1,2,1,1,1,1,NA,1,1,NA,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,NA,2,UK,0,6,18,18,2,5,1,0,5,10,5,2,2,2,2,2,2,1,3,3,1,1,3,2,1,2,1,3,2,2,1,3,1,1,1,1,1,5,5,3,5,5,5,5,1,5,1,5,1,3,4,4,3,2,3,3,4,2,4,3,5,5,3,5,4,1,3,4,4,4,4,4,4,1,1,1,4,4,4,4,4,4,4,3,3,2,3,3,3,3,3,3,2,3,3,2,3,3,4,4,4,4,1,1,1,2,3,4,3,3,1,5,1,5,5,1,1,5,1,1,4,2,2,2,4,4,2,2,3,2,5,1,1,3,3,4,4,2,2,5,5,4,3,1,3,3,4,4,4,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,30,44,117,91,332,52,25,90,39,44,100,43,68,34,10,NA,5,NA,NA,1146,NA,45617.996018518519,1,0,18,18,1,1,0.97
1612,NA,NA,US-01,interview,45617.9843287037,1,1,53,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,1,NA,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,Computer Science,1,NA,12,0,100,0,0,0,0,0,4,10,50,2,2,2,2,2,3,2,3,3,2,2,3,3,2,2,1,3,1,1,1,1,1,2,1,1,1,4,5,4,4,4,5,4,2,4,2,4,2,3,4,4,2,3,3,3,4,2,1,3,4,3,1,4,4,1,1,4,4,4,3,2,2,1,1,1,4,4,4,5,5,5,4,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2,4,4,4,4,1,1,1,1,5,5,5,5,2,5,1,5,5,1,1,5,1,1,1,5,3,5,1,2,1,1,5,5,-1,-1,-1,5,2,3,3,2,2,2,2,2,4,2,3,-1,-1,4,-1,-1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229,17,72,71,77,172,58,43,61,32,44,85,28,49,31,6,NA,2,NA,NA,870,NA,45617.996793981481,1,0,18,18,0,0,41275
1613,NA,NA,US-01,interview,45617.994131944448,1,1,59,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,2,Acoustics (Engineering),1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,"Engineering Mechanics, Acoustics",1,NA,0,0,50,0,1,0,0,0,0,8,0,5,5,5,4,5,2,3,2,2,3,3,2,3,3,4,1,1,3,3,1,1,1,2,2,3,2,4,5,3,3,3,4,3,3,3,3,3,3,3,4,4,3,3,3,3,4,2,2,3,4,3,2,4,4,1,1,4,4,4,3,4,4,2,1,2,5,5,5,5,4,5,4,2,3,3,4,3,3,2,3,2,2,4,4,1,3,2,5,5,5,5,2,2,2,3,4,4,3,4,2,5,1,5,4,1,2,5,2,1,2,5,1,4,2,2,2,3,2,4,3,2,4,3,4,1,1,1,1,1,3,4,2,2,2,1,2,2,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,18,75,66,82,193,70,44,98,102,58,139,41,61,39,6,NA,3,NA,NA,1122,NA,45618.007118055553,1,0,18,18,0,0,0.94
1623,NA,NA,US-01,interview,45618.024270833332,1,1,30,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,NA,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,"INdustrial Engineering, TRansportation Engineering",1,NA,2,1,NA,7,2,2,0,0,0,20,10,2,4,2,3,3,2,3,2,2,3,3,2,2,3,4,4,2,3,3,1,3,1,3,2,2,2,5,5,5,3,3,5,4,2,4,2,3,3,5,5,5,5,5,5,3,4,3,1,2,2,3,5,2,3,1,2,5,5,5,5,5,3,1,1,1,5,5,5,5,5,5,5,3,4,3,4,3,4,4,4,2,3,4,4,1,4,2,5,5,5,5,3,1,1,3,3,3,3,3,2,5,1,5,5,1,1,5,1,1,2,5,4,5,1,1,4,2,5,4,5,1,-1,4,3,2,2,2,2,2,2,4,2,2,4,5,5,4,-1,2,2,1,3,2,2,2,1,3,2,2,2,1,2,2,1,2,1,2,2,1,2,1,1,2,1,1,1,3,2,2,2,1,3,2,2,2,1,2,2,1,2,1,0,1,1,1,1,NA,2,4,0,168,30,49,100,66,165,69,17,96,38,58,91,24,46,45,5,50,2,NA,NA,973,NA,45618.037222222221,1,0,18,18,2,1,45992
1626,NA,NA,US-01,interview,45618.032812500001,1,1,66,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,2,Mechanical Engineering,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,Mechanical Engineering,1,NA,3,6,5,1,0,1,0,0,2,5,2,2,2,2,2,2,3,2,3,3,2,1,3,3,1,1,1,3,1,1,1,2,1,1,1,1,1,4,5,5,5,5,5,4,2,4,2,4,2,4,3,4,3,4,2,3,4,3,3,3,5,4,2,5,5,3,3,5,4,5,3,5,2,1,1,1,5,5,5,5,5,5,5,2,4,3,3,4,2,4,3,2,3,3,4,1,3,2,4,5,4,5,1,1,1,2,4,4,4,5,1,5,1,5,5,1,3,5,2,1,2,4,4,4,2,2,4,3,4,4,3,2,4,2,4,4,2,3,4,5,4,4,2,2,1,2,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,0,1,1,1,1,NA,1,1,0,1066,18,145,75,99,257,117,55,83,35,81,155,66,106,158,7,78,2,NA,NA,1559,NA,45618.062939814816,1,0,18,18,1,0,0.76
1636,NA,NA,US-01,interview,45618.091770833336,1,1,58,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,1,1,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,Mechanical Engineering,1,NA,6,3,NA,3,2,2,1,0,0,10,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,3,5,4,3,3,4,5,1,5,1,4,1,4,2,4,3,4,1,3,3,2,2,2,2,2,2,3,3,2,1,5,5,5,5,5,3,1,1,1,4,5,5,5,5,5,5,3,4,4,3,4,3,4,4,2,2,3,3,2,4,2,3,3,3,3,1,1,1,1,3,3,3,3,1,5,1,5,4,1,1,4,2,2,1,5,3,5,1,1,2,2,5,4,4,1,1,5,1,1,1,1,1,1,1,1,5,2,1,4,5,4,4,4,4,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,NA,1,1,0,11,17,42,80,61,268,52,24,47,26,54,82,27,52,34,9,57,2,NA,NA,945,NA,45618.102708333332,1,0,18,18,6,4,47119
1646,NA,NA,US-01,interview,45618.133171296293,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,45618.133414351854,1,0,1,1,0,0,45778
1650,NA,NA,US-01,interview,45618.1403587963,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,45618.140509259261,1,0,1,1,0,0,25204
1651,NA,NA,US-01,interview,45618.14984953704,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,45618.150219907409,1,0,1,1,0,0,0.69
1653,NA,NA,US-01,interview,45618.177905092591,1,1,42,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,NA,2,1,4,8,0,3,2,0,0,8,0,3,4,3,2,2,3,1,4,3,4,3,2,2,2,3,1,2,1,4,1,4,1,3,1,2,1,4,4,4,4,2,2,3,3,2,3,4,2,5,4,4,5,3,2,4,4,2,2,3,5,4,4,4,4,1,1,5,5,5,5,5,3,1,1,1,3,4,3,5,5,5,4,3,3,3,4,3,3,4,4,4,2,3,4,1,3,1,4,4,4,4,1,1,1,2,4,4,4,4,1,4,2,4,4,2,2,3,2,2,2,4,4,3,2,4,2,2,4,4,4,1,1,4,4,1,1,1,1,1,3,2,3,1,2,2,3,3,3,2,2,1,2,2,1,2,1,1,1,1,2,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,0,1,1,1,1,NA,3,2,0,34,15,77,122,43,107,62,41,61,34,42,64,24,50,36,6,90,5,NA,NA,913,NA,45618.188472222224,1,0,18,18,1,0,42005
